intent,subintent,sentence
agent,good,useful
agent,good,nice
agent,good,pro
agent,good,lovely
agent,good,kind
agent,good,day
agent,good,rock
agent,good,want
agent,good,great
agent,good,human
agent,good,wonderful
agent,good,person
agent,good,helpful
agent,good,professional
agent,good,coool
agent,good,let
agent,good,nicest
agent,good,fine
agent,good,know
agent,good,amazing
agent,happy,feel
agent,happy,extremely
agent,happy,think
agent,happy,don
agent,happy,happy
agent,happy,wonder
agent,happy,look
agent,happy,happiness
agent,happy,truly
agent,happy,today
agent,happy,morning
agent,hobby,hobby
agent,hobby,fun
agent,hobby,important
agent,hobby,want
agent,hobby,free
agent,hobby,time
agent,hobby,know
agent,hobby,ought
agent,hobby,bored
agent,hobby,thing
agent,hobby,tell
agent,hobby,spend
agent,hobby,spent
agent,hobby,money
agent,hobby,hobbies
agent,hungry,feel
agent,hungry,hunger
agent,hungry,want
agent,hungry,like
agent,hungry,dying
agent,hungry,hungry
agent,hungry,eat
agent,marry_user,husband
agent,marry_user,love
agent,marry_user,union
agent,marry_user,pretend
agent,marry_user,want
agent,marry_user,like
agent,marry_user,wife
agent,marry_user,marrying
agent,marry_user,married
agent,marry_user,girlfriend
agent,marry_user,happy
agent,marry_user,parents
agent,marry_user,marry
agent,marry_user,idea
agent,marry_user,approve
agent,marry_user,marriage
agent,marry_user,opposed
agent,marry_user,let
agent,my_friend,friends
agent,my_friend,good
agent,my_friend,want
agent,my_friend,like
agent,my_friend,childhood
agent,my_friend,friend
agent,my_friend,bestie
agent,my_friend,best
agent,my_friend,dear
agent,my_friend,let
agent,occupation,work
agent,occupation,job
agent,occupation,office
agent,occupation,location
agent,occupation,hope
agent,occupation,don
agent,occupation,place
agent,occupation,whats
agent,occupation,located
agent,occupation,find
agent,origin,born
agent,origin,far
agent,origin,homeland
agent,origin,know
agent,origin,aways
agent,origin,native
agent,origin,country
agent,origin,origin
agent,origin,come
agent,origin,let
agent,ready,tonight
agent,ready,think
agent,ready,aren
agent,ready,better
agent,ready,right
agent,ready,ready
agent,ready,start
agent,ready,today
agent,real,think
agent,real,don
agent,real,suppose
agent,real,glad
agent,real,fake
agent,real,human
agent,real,real
agent,real,person
agent,residence,home
agent,residence,town
agent,residence,live
agent,residence,house
agent,residence,tell
agent,residence,hometown
agent,residence,city
agent,residence,residence
agent,right,correct
agent,right,know
agent,right,absolutely
agent,right,right
agent,right,telling
agent,right,wrong
agent,right,true
agent,right,definitely
agent,right,truth
agent,sure,positive
agent,sure,sure
agent,sure,tonight
agent,sure,fully
agent,sure,right
agent,sure,completely
agent,sure,truly
agent,sure,today
agent,talk_to_me,talking
agent,talk_to_me,beans
agent,talk_to_me,want
agent,talk_to_me,don
agent,talk_to_me,aren
agent,talk_to_me,bruh
agent,talk_to_me,talk
agent,talk_to_me,going
agent,talk_to_me,spill
agent,talk_to_me,speak
agent,talk_to_me,chat
agent,there,near
agent,what_can_do,ability
agent,what_can_do,abilities
agent,what_can_do,provide
agent,what_can_do,features
agent,what_can_do,thing
appraisal,bad,lame
appraisal,bad,girl
appraisal,bad,good
appraisal,bad,afraid
appraisal,bad,abysmal
appraisal,bad,horrible
appraisal,bad,oh
appraisal,bad,fool
appraisal,bad,terrible
appraisal,bad,awful
appraisal,bad,horrific
appraisal,bad,idea
appraisal,bad,pretty
appraisal,bad,okay
appraisal,bad,bad
appraisal,bad,shut
appraisal,good,good
appraisal,good,oh
appraisal,good,super
appraisal,good,excellent
appraisal,good,marvelous
appraisal,good,awesome
appraisal,good,perfect
appraisal,good,brilliant
appraisal,good,cool
appraisal,good,nice
appraisal,good,cute
appraisal,good,straight
appraisal,good,sweet
appraisal,good,great
appraisal,good,thank
appraisal,good,glad
appraisal,good,wonderful
appraisal,good,splendid
appraisal,good,okay
appraisal,good,hear
appraisal,good,pleasant
appraisal,good,bad
appraisal,good,fine
appraisal,good,know
appraisal,good,better
appraisal,good,idea
appraisal,good,thing
appraisal,good,amazing
appraisal,good,pretty
appraisal,good,ok
appraisal,good,terrific
appraisal,good,fantastic
appraisal,no_problem,worry
appraisal,no_problem,yeah
appraisal,no_problem,sure
appraisal,no_problem,don
appraisal,no_problem,worries
appraisal,no_problem,probs
appraisal,no_problem,problem
appraisal,no_problem,okay
appraisal,thank_you,thnx
appraisal,thank_you,good
appraisal,thank_you,help
appraisal,thank_you,perfect
appraisal,thank_you,nice
appraisal,thank_you,thank
appraisal,thank_you,great
appraisal,thank_you,thanks
appraisal,thank_you,helped
appraisal,thank_you,ty
appraisal,thank_you,lot
appraisal,thank_you,alright
appraisal,thank_you,love
appraisal,thank_you,cheers
appraisal,thank_you,tqsm
appraisal,thank_you,buddy
appraisal,thank_you,friend
appraisal,thank_you,terrific
appraisal,thank_you,appreciate
appraisal,welcome,pleasure
appraisal,welcome,anytime
appraisal,welcome,sure
appraisal,welcome,want
appraisal,welcome,glad
appraisal,welcome,welcome
appraisal,well_done,work
appraisal,well_done,standing
appraisal,well_done,good
appraisal,well_done,way
appraisal,well_done,kudos
appraisal,well_done,marvelous
appraisal,well_done,awesome
appraisal,well_done,brilliant
appraisal,well_done,nice
appraisal,well_done,blowing
appraisal,well_done,great
appraisal,well_done,wonderful
appraisal,well_done,splendid
appraisal,well_done,bravo
appraisal,well_done,job
appraisal,well_done,mind
appraisal,well_done,amazing
appraisal,well_done,fantastic
appraisal,well_done,zing
confirmation,cancel,soon
confirmation,cancel,want
confirmation,cancel,cancelled
confirmation,cancel,don
confirmation,cancel,stand
confirmation,cancel,shall
confirmation,cancel,cancel
confirmation,cancel,forget
confirmation,cancel,disregard
confirmation,cancel,nevermind
confirmation,cancel,sorry
confirmation,no,don
confirmation,no,time
confirmation,no,help
confirmation,no,nope
confirmation,no,come
confirmation,no,sorry
confirmation,no,forget
confirmation,no,dont
confirmation,no,want
confirmation,no,course
confirmation,no,thanks
confirmation,no,assistance
confirmation,no,absolutely
confirmation,no,mind
confirmation,no,goodbye
confirmation,no,needed
confirmation,no,okay
confirmation,no,need
confirmation,no,exactly
confirmation,yes,yea
confirmation,yes,yes
confirmation,yes,oh
confirmation,yes,cool
confirmation,yes,okey
confirmation,yes,yep
confirmation,yes,yew
confirmation,yes,okay
confirmation,yes,sure
confirmation,yes,agree
confirmation,yes,coool
confirmation,yes,yeah
confirmation,yes,guess
confirmation,yes,fine
confirmation,yes,buddy
confirmation,yes,ya
confirmation,yes,ok
confirmation,yes,yup
confirmation,yes,exactly
dialog,hold_on,rush
dialog,hold_on,second
dialog,hold_on,hold
dialog,hold_on,wait
dialog,hold_on,don
dialog,hold_on,oh
dialog,hold_on,man
dialog,hold_on,sec
dialog,hold_on,min
dialog,hold_on,pls
dialog,hug,hug
dialog,hug,want
dialog,hug,hugging
dialog,hug,hugged
dialog,hug,wanna
dialog,i_do_not_care,caring
dialog,i_do_not_care,shouldn
dialog,i_do_not_care,don
dialog,i_do_not_care,like
dialog,i_do_not_care,care
dialog,i_do_not_care,idc
dialog,sorry,apologise
dialog,sorry,okay
dialog,sorry,apologize
dialog,sorry,want
dialog,sorry,apologies
dialog,sorry,forgive
dialog,sorry,apology
dialog,sorry,said
dialog,sorry,beg
dialog,sorry,alright
dialog,sorry,ok
dialog,sorry,excuse
dialog,sorry,pardon
dialog,sorry,sorry
dialog,what_do_you_mean,meant
dialog,what_do_you_mean,lie
dialog,what_do_you_mean,don
dialog,what_do_you_mean,understand
dialog,what_do_you_mean,like
dialog,what_do_you_mean,mean
dialog,what_do_you_mean,blabber
dialog,what_do_you_mean,exactly
dialog,wrong,took
dialog,wrong,correct
dialog,wrong,asked
dialog,wrong,don
dialog,wrong,think
dialog,wrong,know
dialog,wrong,misunderstood
dialog,wrong,way
dialog,wrong,misinterpret
dialog,wrong,right
dialog,wrong,wrong
dialog,wrong,incorrect
emotions,ha_ha,loud
emotions,ha_ha,haha
emotions,ha_ha,hah
emotions,ha_ha,ha
emotions,ha_ha,funny
emotions,ha_ha,hehehe
emotions,ha_ha,xd
emotions,ha_ha,lmao
emotions,ha_ha,ahah
emotions,ha_ha,ahahah
emotions,ha_ha,hehe
emotions,ha_ha,ahaha
emotions,ha_ha,joker
emotions,ha_ha,hahaha
emotions,ha_ha,ah
emotions,ha_ha,laughing
emotions,ha_ha,lol
emotions,ha_ha,ahahaha
emotions,wow,woaah
emotions,wow,wooow
emotions,wow,wow!!
emotions,wow,wheey
emotions,wow,whoah
emotions,wow,woah
emotions,wow,man
emotions,wow,amazing
emotions,wow,woow
emotions,wow,wow
greetings,bye,night
greetings,bye,later
greetings,bye,good
greetings,bye,time
greetings,bye,bed
greetings,bye,bye-bye
greetings,bye,thank
greetings,bye,thanks
greetings,bye,said
greetings,bye,hope
greetings,bye,leave
greetings,bye,care
greetings,bye,till
greetings,bye,alright
greetings,bye,soon
greetings,bye,mind
greetings,bye,bye
greetings,bye,tomorrow
greetings,bye,goodbye
greetings,bye,ya
greetings,bye,talk
greetings,bye,ok
greetings,bye,okay
greetings,bye,lost
greetings,goodevening,good
greetings,goodevening,evening
greetings,goodevening,hello
greetings,goodevening,happy
greetings,goodevening,buddy
greetings,goodevening,awesome
greetings,goodevening,enjoy
greetings,goodevening,hey
greetings,goodmorning,hi
greetings,goodmorning,good
greetings,goodmorning,gm
greetings,goodmorning,hello
greetings,goodmorning,great
greetings,goodmorning,nice
greetings,goodmorning,morning
greetings,goodnight,night
greetings,goodnight,bye
greetings,goodnight,tomorrow
greetings,goodnight,good
greetings,goodnight,sweet
greetings,goodnight,tonight
greetings,goodnight,thank
greetings,goodnight,gn
greetings,goodnight,thanks
greetings,goodnight,goodnight
greetings,goodnight,okay
greetings,goodnight,alright
greetings,goodnight,dreams
greetings,hello,afternoon
greetings,hello,good
greetings,hello,hello
greetings,hello,time
greetings,hello,greet
greetings,hello,greetings
greetings,hello,hey
greetings,hello,lovely
greetings,hello,howdy
greetings,hello,day
greetings,hello,yo
greetings,hello,going
greetings,hello,isn
greetings,hello,heya
greetings,hello,hola
greetings,hello,long
greetings,hello,man
greetings,hello,hi
greetings,hello,buddy
greetings,hello,oka
greetings,how_are_you,feeling
greetings,how_are_you,feel
greetings,how_are_you,good
greetings,how_are_you,like
greetings,how_are_you,having
greetings,how_are_you,right
greetings,how_are_you,day
greetings,how_are_you,going
greetings,how_are_you,hope
greetings,how_are_you,evening
greetings,how_are_you,getting
greetings,how_are_you,life
greetings,how_are_you,pleasant
greetings,how_are_you,alright
greetings,how_are_you,far
greetings,how_are_you,fine
greetings,how_are_you,things
greetings,how_are_you,okay
greetings,how_are_you,today
greetings,how_are_you,morning
greetings,nice_to_meet_you,pleased
greetings,nice_to_meet_you,lovely
greetings,nice_to_meet_you,pleasure
greetings,nice_to_meet_you,good
greetings,nice_to_meet_you,meet
greetings,nice_to_meet_you,i’ve
greetings,nice_to_meet_you,enjoyed
greetings,nice_to_meet_you,know
greetings,nice_to_meet_you,meeting
greetings,nice_to_meet_you,happy
greetings,nice_to_meet_you,it’s
greetings,nice_to_meet_you,glad
greetings,nice_to_meet_you,wonderful
greetings,nice_to_meet_you,great
greetings,nice_to_meet_you,interacting
greetings,nice_to_meet_you,time
greetings,nice_to_meet_you,nice
greetings,nice_to_see_you,pleased
greetings,nice_to_see_you,lovely
greetings,nice_to_see_you,pleasure
greetings,nice_to_see_you,i’m
greetings,nice_to_see_you,catching
greetings,nice_to_see_you,good
greetings,nice_to_see_you,delighted
greetings,nice_to_see_you,great
greetings,nice_to_see_you,glad
greetings,nice_to_see_you,seeing
greetings,nice_to_see_you,nice
greetings,nice_to_talk_to_you,talking
greetings,nice_to_talk_to_you,chatting
greetings,nice_to_talk_to_you,pleased
greetings,nice_to_talk_to_you,pleasure
greetings,nice_to_talk_to_you,speaking
greetings,nice_to_talk_to_you,great
greetings,nice_to_talk_to_you,talk
greetings,nice_to_talk_to_you,nice
greetings,whatsup,days
greetings,whatsup,good
greetings,whatsup,oh
greetings,whatsup,upto
greetings,whatsup,wassup
greetings,whatsup,cracking
greetings,whatsup,hey
greetings,whatsup,wassap
greetings,whatsup,happened
greetings,whatsup,sup
greetings,whatsup,yo
greetings,whatsup,said
greetings,whatsup,going
greetings,whatsup,cooking
greetings,whatsup,whazzup
greetings,whatsup,shaking
greetings,whatsup,mind
greetings,whatsup,buddy
greetings,whatsup,happening
greetings,whatsup,today
user,angry,mad
user,angry,bet
user,angry,pissed
user,angry,furious
user,angry,got
user,angry,enraged
user,angry,angry
user,back,returned
user,back,boss
user,back,rb
user,back,look
user,back,got
user,back,right
user,back,came
user,bored,home
user,bored,im
user,bored,ve
user,bored,mind
user,bored,staying
user,bored,boring
user,bored,slow
user,bored,day
user,bored,soo
user,bored,kinda
user,bored,bored
user,bored,bores
user,bored,getting
user,bored,today
user,busy,work
user,busy,afternoon
user,busy,later
user,busy,busy
user,busy,kind
user,busy,don
user,busy,time
user,busy,things
user,busy,swamped
user,busy,got
user,busy,overloaded
user,busy,right
user,busy,super
user,busy,man
user,busy,play
user,busy,bit
user,busy,ll
user,busy,working
user,can_not_sleep,night
user,can_not_sleep,wide
user,can_not_sleep,sleepless
user,can_not_sleep,asleep
user,can_not_sleep,fall
user,can_not_sleep,sleep
user,can_not_sleep,insomnia
user,can_not_sleep,sleeping
user,can_not_sleep,able
user,can_not_sleep,couldn
user,can_not_sleep,trying
user,can_not_sleep,awake
user,can_not_sleep,didn
user,can_not_sleep,insomniac
user,does_not_want_to_talk,talking
user,does_not_want_to_talk,chatting
user,does_not_want_to_talk,want
user,does_not_want_to_talk,don
user,does_not_want_to_talk,minute
user,does_not_want_to_talk,time
user,does_not_want_to_talk,like
user,does_not_want_to_talk,anymore
user,does_not_want_to_talk,mood
user,does_not_want_to_talk,talk
user,does_not_want_to_talk,nuisance
user,does_not_want_to_talk,pls
user,does_not_want_to_talk,stop
user,does_not_want_to_talk,bad
user,does_not_want_to_talk,let
user,excited,tomorrow
user,excited,friendship
user,excited,excited
user,excited,hyped
user,excited,fun
user,excited,like
user,excited,exciting
user,excited,pretty
user,excited,damn
user,excited,talk
user,excited,felt
user,excited,use
user,excited,working
user,excited,start
user,excited,exciting!
user,excited,feature
user,excited,thrilled
user,going_to_bed,bed
user,going_to_bed,afternoon
user,going_to_bed,tired
user,going_to_bed,feel
user,going_to_bed,drowsy
user,going_to_bed,early
user,going_to_bed,want
user,going_to_bed,like
user,going_to_bed,time
user,going_to_bed,sleep
user,going_to_bed,going
user,going_to_bed,gonna
user,going_to_bed,little
user,going_to_bed,let
user,good,feeling
user,good,feel
user,good,good
user,good,fine
user,good,great
user,good,thanks
user,good,super
user,good,mood
user,good,pretty
user,good,feels
user,good,today
user,happy,chatting
user,happy,happiest
user,happy,feeling
user,happy,feel
user,happy,ur
user,happy,happy
user,happy,glad
user,happy,man
user,happy,right
user,happy,ran
user,happy,help
user,happy,talk
user,happy,makes
user,happy,smile
user,happy,earth
user,has_birthday,born
user,has_birthday,yaaaay
user,has_birthday,day
user,has_birthday,want
user,has_birthday,know
user,has_birthday,birthday
user,has_birthday,bday
user,has_birthday,today
user,has_birthday,b-day
user,has_birthday,celebrating
user,here,dude
user,here,ve
user,here,gone
user,here,time
user,here,buddy
user,here,look
user,here,got
user,here,right
user,here,come
user,joking,playing
user,joking,joking
user,joking,told
user,joking,meant
user,joking,big
user,joking,funny
user,joking,course
user,joking,joke
user,joking,said
user,joking,kidding
user,likes_agent,funny
user,likes_agent,good
user,likes_agent,like
user,likes_agent,way
user,likes_agent,think
user,likes_agent,yes
user,likes_agent,awesome
user,likes_agent,special
user,likes_agent,cool
user,likes_agent,nice
user,likes_agent,chat
user,likes_agent,hey
user,likes_agent,sorry
user,likes_agent,sweet
user,likes_agent,baby
user,likes_agent,thank
user,likes_agent,course
user,likes_agent,thanks
user,likes_agent,kinda
user,likes_agent,said
user,likes_agent,cuz
user,likes_agent,lot
user,likes_agent,yeah
user,likes_agent,smile
user,likes_agent,favorite
user,likes_agent,hi
user,likes_agent,liked
user,likes_agent,know
user,likes_agent,friend
user,likes_agent,starting
user,likes_agent,okay
user,likes_agent,people
user,lonely,ve
user,lonely,gotten
user,lonely,feel
user,lonely,feeling
user,lonely,lonely
user,lonely,live
user,lonely,don
user,lonely,think
user,lonely,long
user,lonely,lives
user,lonely,talk
user,lonely,company
user,lonely,disadvantages
user,lonely,living
user,lonely,loner
user,lonely,city
user,looks_like,good
user,looks_like,like
user,looks_like,know
user,looks_like,think
user,looks_like,looks
user,looks_like,look
user,looks_like,ain
user,looks_like,idea
user,looks_like,tell
user,looks_like,looking
user,loves_agent,adore
user,loves_agent,love
user,loves_agent,think
user,loves_agent,know
user,loves_agent,loving
user,loves_agent,filled
user,loves_agent,heart
user,loves_agent,deep
user,loves_agent,unique
user,loves_agent,moon
user,misses_agent,talking
user,misses_agent,ve
user,misses_agent,think
user,misses_agent,missed
user,misses_agent,buddy
user,misses_agent,missing
user,misses_agent,lot
user,misses_agent,badly
user,misses_agent,ll
user,misses_agent,:(
user,misses_agent,miss
user,needs_advice,guide
user,needs_advice,wise
user,needs_advice,suggest
user,needs_advice,good
user,needs_advice,suggestions
user,needs_advice,advice
user,needs_advice,offer
user,needs_advice,seek
user,needs_advice,ask
user,needs_advice,need
user,needs_advice,help
user,needs_advice,use
user,needs_advice,advise
user,needs_advice,recommend
user,sad,feeling
user,sad,feel
user,sad,unhappy
user,sad,lonely
user,sad,good
user,sad,having
user,sad,makes
user,sad,felt
user,sad,sad
user,sad,day
user,sad,want
user,sad,happy
user,sad,grieving
user,sad,cry
user,sad,person
user,sad,hear
user,sad,bad
user,sad,depressed
user,sad,mood
user,sad,upset
user,sad,reason
user,sleepy,anytime
user,sleepy,feeling
user,sleepy,drowsy
user,sleepy,want
user,sleepy,asleep
user,sleepy,falling
user,sleepy,sleep
user,sleepy,sleeping
user,sleepy,doze
user,sleepy,today
user,sleepy,feet
user,sleepy,sleepy
user,testing_agent,chatbot
user,testing_agent,want
user,testing_agent,test
user,testing_agent,testing
user,testing_agent,tested
user,testing_agent,let
user,tired,ve
user,tired,worn
user,tired,tired
user,tired,feel
user,tired,kind
user,tired,tires
user,tired,exhausted
user,tired,weary
user,tired,completely
user,tired,grow
user,tired,awfully
user,tired,drained
user,tired,bit
user,tired,getting
user,tired,little
user,tired,overworked
user,tired,dead
user,waits,ve
user,waits,second
user,waits,waited
user,waits,tired
user,waits,wait
user,waits,don
user,waits,long
user,waits,like
user,waits,time
user,waits,waiting
user,waits,anymore
user,waits,couldn
user,waits,ll
user,wants_to_see_agent_again,soon
user,wants_to_see_agent_again,catch
user,wants_to_see_agent_again,meet
user,wants_to_see_agent_again,want
user,wants_to_see_agent_again,like
user,wants_to_see_agent_again,happy
user,wants_to_see_agent_again,great
user,wants_to_see_agent_again,badly
user,wants_to_see_agent_again,hope
user,wants_to_see_agent_again,nice
user,wants_to_see_agent_again,let
user,wants_to_talk,talking
user,wants_to_talk,come
user,wants_to_talk,want
user,wants_to_talk,like
user,wants_to_talk,speaking
user,wants_to_talk,happy
user,wants_to_talk,need
user,wants_to_talk,discuss
user,wants_to_talk,talk
user,wants_to_talk,ready
user,wants_to_talk,speak
user,wants_to_talk,start
user,wants_to_talk,discussion
user,wants_to_talk,chat
user,wants_to_talk,let
user,will_be_back,soon
user,will_be_back,return
user,will_be_back,promise
user,will_be_back,minute
user,will_be_back,jiffy
user,will_be_back,shortly
user,will_be_back,shall
user,will_be_back,man
user,will_be_back,right
user,will_be_back,assure
user,will_be_back,sec
user,will_be_back,ll
user,will_be_back,talk
user,will_be_back,minutes
user,will_be_back,brb
user,will_be_back,come
user,will_be_back,moment
